gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,actual_churn,predicted_churn,churn_probability,error_type,tenure_band,monthly_charges_band,total_charges_band
Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,1,0,0.30367161799306125,False Negative,25-48 months,Medium ($35-$70),$1500-$3500
Female,0,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,221.7,1,0,0.22856031651919936,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,1,0,0.35109350243040477,False Negative,25-48 months,High ($70-$90),$3500+
Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,1,0,0.23971399529876025,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,1,0,0.04833765598047128,False Negative,49+ months,High ($70-$90),$3500+
Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,1,0,0.4483730612355946,False Negative,49+ months,Very High ($90+),$3500+
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.5,740.3,1,0,0.014749421478102922,False Negative,25-48 months,Low ($0-$35),$500-$1500
Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,1,0,0.3701084588213029,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,5121.3,1,0,0.45678233158790776,False Negative,25-48 months,Very High ($90+),$3500+
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,1,0,0.4473111491109125,False Negative,25-48 months,High ($70-$90),$1500-$3500
Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.35,2636.05,1,0,0.2721237787022508,False Negative,25-48 months,High ($70-$90),$1500-$3500
Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,1,0,0.01460663898608271,False Negative,49+ months,High ($70-$90),$3500+
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,1,0,0.16195932359367693,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,1,0,0.25369889995749406,False Negative,0-6 months,Low ($0-$35),$0-$500
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,1,0,0.35975335435095046,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,1,0,0.2501525988052737,False Negative,49+ months,Very High ($90+),$3500+
Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.9,3160.55,1,0,0.03068231482265993,False Negative,25-48 months,High ($70-$90),$1500-$3500
Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,1,0,0.4112815483964712,False Negative,25-48 months,Very High ($90+),$1500-$3500
Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,1,0,0.4827289260089158,False Negative,7-12 months,High ($70-$90),$500-$1500
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,1,0,0.05152569652385187,False Negative,49+ months,Very High ($90+),$3500+
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,1,0,0.09112754065002675,False Negative,49+ months,Very High ($90+),$3500+
Male,1,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,1,0,0.2912405379720307,False Negative,25-48 months,Medium ($35-$70),$500-$1500
Female,1,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,1,0,0.3450319550495638,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,1,0,0.43975831029786516,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.85,20.85,1,0,0.289831457815595,False Negative,0-6 months,Low ($0-$35),$0-$500
Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,3326.2,1,0,0.05485194636888569,False Negative,25-48 months,High ($70-$90),$1500-$3500
Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,1,0,0.40227861407534027,False Negative,49+ months,Very High ($90+),$3500+
Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8,4837.6,1,0,0.2174140389182016,False Negative,49+ months,Very High ($90+),$3500+
Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,1,0,0.47286934055494495,False Negative,13-24 months,High ($70-$90),$500-$1500
Male,1,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,1,0,0.21693497815641777,False Negative,49+ months,Medium ($35-$70),$1500-$3500
Female,0,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,1,0,0.23152912646060833,False Negative,7-12 months,Medium ($35-$70),$500-$1500
Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,1,0,0.1555654185553062,False Negative,49+ months,Very High ($90+),$3500+
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.5,7674.55,1,0,0.21483997363059992,False Negative,49+ months,Very High ($90+),$3500+
Male,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,1,0,0.05206839569458464,False Negative,25-48 months,Medium ($35-$70),$1500-$3500
Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,2649.15,1,0,0.25179006788423863,False Negative,25-48 months,Very High ($90+),$1500-$3500
Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,1,0,0.36344235029427885,False Negative,25-48 months,Very High ($90+),$1500-$3500
Male,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.4,874.8,1,0,0.19555943344756738,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Male,1,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,5154.6,1,0,0.009351527616941125,False Negative,49+ months,High ($70-$90),$3500+
Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,1,0,0.47384794140644715,False Negative,25-48 months,Very High ($90+),$3500+
Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.55,3640.45,1,0,0.4304244308903884,False Negative,25-48 months,Very High ($90+),$3500+
Female,0,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,1,0,0.22482293827339406,False Negative,25-48 months,Low ($0-$35),$500-$1500
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,1,0,0.15315687910343326,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,4534.9,1,0,0.35817027135230334,False Negative,25-48 months,Very High ($90+),$3500+
Male,0,Yes,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,706.85,1,0,0.4837776685035862,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,1,0,0.47400345406953226,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,1,0,0.17010929914442155,False Negative,25-48 months,Medium ($35-$70),$1500-$3500
Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.1,2847.4,1,0,0.2582770794094611,False Negative,25-48 months,Very High ($90+),$1500-$3500
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,45.05,1,0,0.3225557810892122,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,1,0,0.22155518105516034,False Negative,25-48 months,High ($70-$90),$1500-$3500
Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,1132.35,1,0,0.4863444800772278,False Negative,13-24 months,High ($70-$90),$500-$1500
Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.35,165.2,1,0,0.2950869764035987,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,1,0,0.3688438494123428,False Negative,25-48 months,Very High ($90+),$3500+
Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,1,0,0.45848892359265475,False Negative,0-6 months,Low ($0-$35),$0-$500
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,20.15,1,0,0.2522724382702877,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,1,0,0.29486912578454216,False Negative,49+ months,High ($70-$90),$3500+
Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,1,0,0.46435255510463547,False Negative,49+ months,Very High ($90+),$3500+
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,1,0,0.1831786089884931,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,2838.7,1,0,0.4112010588357003,False Negative,25-48 months,Very High ($90+),$1500-$3500
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,1,0,0.15589732415713514,False Negative,49+ months,Very High ($90+),$3500+
Female,0,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,1,0,0.22664767708502986,False Negative,25-48 months,Medium ($35-$70),$1500-$3500
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,1,0,0.29837545647850316,False Negative,49+ months,Very High ($90+),$3500+
Male,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75,1,0,0.4025695275911608,False Negative,49+ months,Very High ($90+),$3500+
Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,1,0,0.4084363491969474,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,1,0,0.38941420886330474,False Negative,7-12 months,Very High ($90+),$500-$1500
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,1,0,0.19177894629439288,False Negative,0-6 months,Low ($0-$35),$0-$500
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,1,0,0.43176949482626253,False Negative,0-6 months,Medium ($35-$70),$0-$500
Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,1,0,0.07943319654972435,False Negative,49+ months,Very High ($90+),$3500+
Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,1,0,0.19634211524290152,False Negative,49+ months,Very High ($90+),$3500+
Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,1,0,0.03466236498170173,False Negative,25-48 months,High ($70-$90),$1500-$3500
Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.1,409.9,1,0,0.08195868288122614,False Negative,13-24 months,Low ($0-$35),$0-$500
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,80.35,1,0,0.3450733025730481,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,1,0,0.16758555917332804,False Negative,13-24 months,Low ($0-$35),$0-$500
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,45.75,1,0,0.4331127153955629,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,1,0,0.2792258309330022,False Negative,13-24 months,High ($70-$90),$1500-$3500
Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,1,0,0.29745005321628465,False Negative,49+ months,High ($70-$90),$1500-$3500
Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.8,727.8,1,0,0.2723559003966572,False Negative,7-12 months,Medium ($35-$70),$500-$1500
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,1,0,0.15270241934564113,False Negative,49+ months,Very High ($90+),$3500+
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,1,0,0.008655122530446372,False Negative,49+ months,Low ($0-$35),$500-$1500
Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,1,0,0.15862554620671845,False Negative,25-48 months,Medium ($35-$70),$1500-$3500
Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,1,0,0.405794084038813,False Negative,49+ months,Very High ($90+),$3500+
Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,1,0,0.08372446966956709,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,1,0,0.46500248421935036,False Negative,13-24 months,Very High ($90+),$1500-$3500
Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.25,593.75,1,0,0.20299822468162776,False Negative,7-12 months,Medium ($35-$70),$500-$1500
Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,1,0,0.4077743796200758,False Negative,25-48 months,High ($70-$90),$1500-$3500
Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.95,6886.25,1,0,0.19617114419059062,False Negative,49+ months,Very High ($90+),$3500+
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,0,0.30176214111666244,False Negative,7-12 months,High ($70-$90),$500-$1500
Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.1,679.55,1,0,0.4085092746948361,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Male,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85,1,0,0.13309924928180136,False Negative,7-12 months,Medium ($35-$70),$500-$1500
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,0,0.4078207831834144,False Negative,13-24 months,High ($70-$90),$1500-$3500
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,1,0,0.49246066932837423,False Negative,0-6 months,Medium ($35-$70),$0-$500
Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,1095.3,1,0,0.39285060962725443,False Negative,13-24 months,High ($70-$90),$500-$1500
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,1,0,0.25355747361115394,False Negative,0-6 months,Low ($0-$35),$0-$500
Female,1,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.3,1172.95,1,0,0.4649703148664565,False Negative,25-48 months,Medium ($35-$70),$500-$1500
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,1,0,0.47370637482132727,False Negative,25-48 months,High ($70-$90),$1500-$3500
Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,1,0,0.06614563876390794,False Negative,25-48 months,Very High ($90+),$3500+
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,1,0,0.1919076459155131,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,1,0,0.43415312733072536,False Negative,25-48 months,Very High ($90+),$3500+
Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,1,0,0.14236954295159865,False Negative,7-12 months,Low ($0-$35),$0-$500
Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,1,0,0.06322679662346337,False Negative,49+ months,Medium ($35-$70),$1500-$3500
Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,1,0,0.31822980818255076,False Negative,25-48 months,Medium ($35-$70),$1500-$3500
Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,1,0,0.27708018586548017,False Negative,25-48 months,High ($70-$90),$1500-$3500
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.45,44.45,1,0,0.40253907509700704,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,0,Yes,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,482.8,1,0,0.41412370395559067,False Negative,13-24 months,Low ($0-$35),$0-$500
Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,1,0,0.31263657412388973,False Negative,7-12 months,High ($70-$90),$500-$1500
Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.4,1747.85,1,0,0.42600638016763,False Negative,13-24 months,High ($70-$90),$1500-$3500
Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,1,0,0.41960892377450465,False Negative,25-48 months,High ($70-$90),$1500-$3500
Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,1,0,0.2861869451260759,False Negative,25-48 months,High ($70-$90),$3500+
Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,1,0,0.34210782284904817,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,655.85,1,0,0.051387158203452465,False Negative,25-48 months,Low ($0-$35),$500-$1500
Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,1,0,0.4800793754025931,False Negative,13-24 months,High ($70-$90),$500-$1500
Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,1,0,0.4984424969892638,False Negative,0-6 months,Very High ($90+),$0-$500
Female,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7,1,0,0.29345135281245716,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,1,0,0.48006932845362493,False Negative,0-6 months,Medium ($35-$70),$0-$500
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,1,0,0.33075185591245937,False Negative,49+ months,Very High ($90+),$3500+
Female,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,1,0,0.3348669685765323,False Negative,49+ months,High ($70-$90),$3500+
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,19.25,1,0,0.15326457510523314,False Negative,0-6 months,Low ($0-$35),$0-$500
